,Temp_C
1998-04-01,8.852
1998-04-02,7.078952380952382
1998-04-03,7.23647231460412
1998-04-04,7.393992248255858
1998-04-05,7.551512181907596
1998-04-06,7.709032115559335
1998-04-07,7.866552049211073
1998-04-08,8.02407198286281
1998-04-09,8.18159191651455
1998-04-10,8.339111850166288
1998-04-11,8.496631783818026
1998-04-12,8.654151717469764
1998-04-13,8.811671651121504
1998-04-14,8.969191584773242
1998-04-15,9.12671151842498
1998-04-16,9.284231452076718
1998-04-17,9.441751385728455
1998-04-18,9.599271319380195
1998-04-19,9.756791253031933
1998-04-20,9.91431118668367
1998-04-21,10.07183112033541
1998-04-22,10.229351053987148
1998-04-23,10.386870987638886
1998-04-24,10.544390921290624
1998-04-25,10.701910854942362
1998-04-26,10.8594307885941
1998-04-27,11.01695072224584
1998-04-28,11.174470655897577
1998-04-29,11.331990589549317
1998-04-30,11.489510523201055
1998-05-01,15.736
1998-05-02,11.755209677419355
1998-05-03,11.948367166286522
1998-05-04,12.141524655153688
1998-05-05,12.334682144020855
1998-05-06,12.52783963288802
1998-05-07,12.720997121755186
1998-05-08,12.914154610622353
1998-05-09,13.10731209948952
1998-05-10,13.300469588356686
1998-05-11,13.493627077223852
1998-05-12,13.686784566091019
1998-05-13,13.879942054958185
1998-05-14,14.07309954382535
1998-05-15,14.266257032692517
1998-05-16,14.459414521559683
1998-05-17,14.65257201042685
1998-05-18,14.845729499294016
1998-05-19,15.038886988161181
1998-05-20,15.23204447702835
1998-05-21,15.425201965895514
1998-05-22,15.61835945476268
1998-05-23,15.811516943629847
1998-05-24,16.004674432497012
1998-05-25,16.19783192136418
1998-05-26,16.390989410231345
1998-05-27,16.584146899098513
1998-05-28,16.77730438796568
1998-05-29,16.970461876832843
1998-05-30,17.16361936570001
1998-05-31,17.35677685456718
1998-06-01,18.288
1998-06-02,17.465515625000002
1998-06-03,17.622711217836514
1998-06-04,17.77990681067303
1998-06-05,17.93710240350954
1998-06-06,18.094297996346054
1998-06-07,18.25149358918257
1998-06-08,18.40868918201908
1998-06-09,18.565884774855594
1998-06-10,18.723080367692106
1998-06-11,18.88027596052862
1998-06-12,19.037471553365133
1998-06-13,19.194667146201645
1998-06-14,19.35186273903816
1998-06-15,19.509058331874673
1998-06-16,19.666253924711185
1998-06-17,19.8234495175477
1998-06-18,19.980645110384213
1998-06-19,20.137840703220725
1998-06-20,20.29503629605724
1998-06-21,20.452231888893753
1998-06-22,20.609427481730265
1998-06-23,20.76662307456678
1998-06-24,20.923818667403292
1998-06-25,21.081014260239805
1998-06-26,21.23820985307632
1998-06-27,21.395405445912832
1998-06-28,21.552601038749344
1998-06-29,21.70979663158586
1998-06-30,21.866992224422372
1998-07-01,22.744
1998-07-02,21.890619047619047
1998-07-03,21.909028192732254
1998-07-04,21.92743733784546
1998-07-05,21.945846482958665
1998-07-06,21.96425562807187
1998-07-07,21.98266477318508
1998-07-08,22.001073918298285
1998-07-09,22.01948306341149
1998-07-10,22.037892208524696
1998-07-11,22.056301353637902
1998-07-12,22.07471049875111
1998-07-13,22.093119643864313
1998-07-14,22.11152878897752
1998-07-15,22.129937934090727
1998-07-16,22.148347079203933
1998-07-17,22.16675622431714
1998-07-18,22.185165369430344
1998-07-19,22.20357451454355
1998-07-20,22.221983659656757
1998-07-21,22.240392804769964
1998-07-22,22.258801949883168
1998-07-23,22.277211094996375
1998-07-24,22.29562024010958
1998-07-25,22.31402938522279
1998-07-26,22.332438530335992
1998-07-27,22.3508476754492
1998-07-28,22.369256820562406
1998-07-29,22.387665965675613
1998-07-30,22.406075110788816
1998-07-31,22.424484255902023
1998-08-01,24.00500000000001
1998-08-02,22.245428571428572
1998-08-03,22.124740918880114
1998-08-04,22.00405326633166
1998-08-05,21.8833656137832
1998-08-06,21.762677961234747
1998-08-07,21.64199030868629
1998-08-08,21.521302656137834
1998-08-09,21.400615003589376
1998-08-10,21.279927351040918
1998-08-11,21.159239698492463
1998-08-12,21.038552045944005
1998-08-13,20.91786439339555
1998-08-14,20.797176740847092
1998-08-15,20.676489088298638
1998-08-16,20.55580143575018
1998-08-17,20.43511378320172
1998-08-18,20.314426130653267
1998-08-19,20.19373847810481
1998-08-20,20.073050825556354
1998-08-21,19.952363173007896
1998-08-22,19.83167552045944
1998-08-23,19.710987867910983
1998-08-24,19.590300215362525
1998-08-25,19.46961256281407
1998-08-26,19.348924910265612
1998-08-27,19.228237257717158
1998-08-28,19.1075496051687
1998-08-29,18.986861952620245
1998-08-30,18.866174300071787
1998-08-31,18.745486647523332
1998-09-01,21.23
1998-09-02,18.287253968253967
1998-09-03,18.083728321213542
1998-09-04,17.880202674173116
1998-09-05,17.67667702713269
1998-09-06,17.473151380092265
1998-09-07,17.26962573305184
1998-09-08,17.066100086011417
1998-09-09,16.86257443897099
1998-09-10,16.659048791930566
1998-09-11,16.45552314489014
1998-09-12,16.251997497849715
1998-09-13,16.04847185080929
1998-09-14,15.844946203768863
1998-09-15,15.641420556728438
1998-09-16,15.437894909688012
1998-09-17,15.234369262647586
1998-09-18,15.030843615607163
1998-09-19,14.827317968566737
1998-09-20,14.623792321526311
1998-09-21,14.420266674485886
1998-09-22,14.216741027445462
1998-09-23,14.013215380405036
1998-09-24,13.80968973336461
1998-09-25,13.606164086324185
1998-09-26,13.40263843928376
1998-09-27,13.199112792243334
1998-09-28,12.995587145202908
1998-09-29,12.792061498162482
1998-09-30,12.588535851122058
1998-10-01,14.407
1998-10-02,12.06603125
1998-10-03,11.881314303087986
1998-10-04,11.696597356175973
1998-10-05,11.51188040926396
1998-10-06,11.327163462351946
1998-10-07,11.142446515439932
1998-10-08,10.957729568527919
1998-10-09,10.773012621615905
1998-10-10,10.588295674703891
1998-10-11,10.403578727791878
1998-10-12,10.218861780879864
1998-10-13,10.03414483396785
1998-10-14,9.849427887055837
1998-10-15,9.664710940143824
1998-10-16,9.47999399323181
1998-10-17,9.295277046319796
1998-10-18,9.110560099407783
1998-10-19,8.92584315249577
1998-10-20,8.741126205583756
1998-10-21,8.556409258671742
1998-10-22,8.371692311759729
1998-10-23,8.186975364847715
1998-10-24,8.002258417935703
1998-10-25,7.817541471023689
1998-10-26,7.632824524111675
1998-10-27,7.448107577199662
1998-10-28,7.263390630287648
1998-10-29,7.0786736833756345
1998-10-30,6.893956736463621
1998-10-31,6.709239789551607
1998-11-01,9.483
1998-11-02,6.296562499999999
1998-11-03,6.121251741553465
1998-11-04,5.945940983106931
1998-11-05,5.770630224660397
1998-11-06,5.595319466213862
1998-11-07,5.420008707767328
1998-11-08,5.244697949320794
1998-11-09,5.069387190874259
1998-11-10,4.894076432427725
1998-11-11,4.71876567398119
1998-11-12,4.543454915534657
1998-11-13,4.368144157088122
1998-11-14,4.1928333986415876
1998-11-15,4.017522640195054
1998-11-16,3.8422118817485194
1998-11-17,3.666901123301985
1998-11-18,3.4915903648554507
1998-11-19,3.3162796064089166
1998-11-20,3.140968847962382
1998-11-21,2.965658089515848
1998-11-22,2.7903473310693134
1998-11-23,2.6150365726227793
1998-11-24,2.439725814176245
1998-11-25,2.2644150557297102
1998-11-26,2.0891042972831766
1998-11-27,1.913793538836642
1998-11-28,1.7384827803901075
1998-11-29,1.5631720219435739
1998-11-30,1.3878612634970393
1998-12-01,5.13
1998-12-02,0.759265625
1998-12-03,0.759265625
1998-12-04,0.759265625
1998-12-05,0.759265625
1998-12-06,0.759265625
1998-12-07,0.759265625
1998-12-08,0.759265625
1998-12-09,0.759265625
1998-12-10,0.759265625
1998-12-11,0.759265625
1998-12-12,0.759265625
1998-12-13,0.759265625
1998-12-14,0.759265625
1998-12-15,0.759265625
1998-12-16,0.759265625
1998-12-17,0.759265625
1998-12-18,0.759265625
1998-12-19,0.759265625
1998-12-20,0.759265625
1998-12-21,0.759265625
1998-12-22,0.759265625
1998-12-23,0.759265625
1998-12-24,0.759265625
1998-12-25,0.759265625
1998-12-26,0.759265625
1998-12-27,0.759265625
1998-12-28,0.759265625
1998-12-29,0.759265625
1998-12-30,0.759265625
1998-12-31,0.759265625
1999-01-01,-1.71
1999-01-02,-0.8533819648093841
1999-01-03,-0.8277184750733138
1999-01-04,-0.8020549853372433
1999-01-05,-0.7763914956011729
1999-01-06,-0.7507280058651026
1999-01-07,-0.7250645161290322
1999-01-08,-0.6994010263929618
1999-01-09,-0.6737375366568914
1999-01-10,-0.648074046920821
1999-01-11,-0.6224105571847507
1999-01-12,-0.5967470674486803
1999-01-13,-0.57108357771261
1999-01-14,-0.5454200879765395
1999-01-15,-0.5197565982404692
1999-01-16,-0.49409310850439875
1999-01-17,-0.4684296187683284
1999-01-18,-0.44276612903225804
1999-01-19,-0.4171026392961876
1999-01-20,-0.39143914956011727
1999-01-21,-0.3657756598240469
1999-01-22,-0.34011217008797645
1999-01-23,-0.3144486803519061
1999-01-24,-0.28878519061583574
1999-01-25,-0.2631217008797654
1999-01-26,-0.23745821114369503
1999-01-27,-0.21179472140762456
1999-01-28,-0.1861312316715542
1999-01-29,-0.16046774193548385
1999-01-30,-0.1348042521994135
1999-01-31,-0.10914076246334303
1999-02-01,4.354
1999-02-02,0.03559272226529692
1999-02-03,0.1546627172578665
1999-02-04,0.27373271225043616
1999-02-05,0.39280270724300576
1999-02-06,0.5118727022355753
1999-02-07,0.630942697228145
1999-02-08,0.7500126922207145
1999-02-09,0.8690826872132842
1999-02-10,0.9881526822058538
1999-02-11,1.1072226771984233
1999-02-12,1.2262926721909928
1999-02-13,1.3453626671835626
1999-02-14,1.464432662176132
1999-02-15,1.5835026571687016
1999-02-16,1.7025726521612714
1999-02-17,1.821642647153841
1999-02-18,1.9407126421464105
1999-02-19,2.0597826371389805
1999-02-20,2.17885263213155
1999-02-21,2.2979226271241195
1999-02-22,2.4169926221166893
1999-02-23,2.5360626171092586
1999-02-24,2.6551326121018284
1999-02-25,2.774202607094398
1999-02-26,2.8932726020869675
1999-02-27,3.012342597079537
1999-02-28,3.131412592072107
1999-03-01,3.46
1999-03-02,2.5257619047619047
1999-03-03,2.680885007936508
1999-03-04,2.836008111111111
1999-03-05,2.9911312142857143
1999-03-06,3.1462543174603175
1999-03-07,3.3013774206349207
1999-03-08,3.456500523809524
1999-03-09,3.611623626984127
1999-03-10,3.7667467301587303
1999-03-11,3.9218698333333335
1999-03-12,4.076992936507937
1999-03-13,4.2321160396825395
1999-03-14,4.387239142857143
1999-03-15,4.542362246031747
1999-03-16,4.6974853492063495
1999-03-17,4.852608452380952
1999-03-18,5.007731555555556
1999-03-19,5.16285465873016
1999-03-20,5.317977761904762
1999-03-21,5.473100865079365
1999-03-22,5.628223968253969
1999-03-23,5.783347071428572
